ingredient,count,used %,effects,main effect
antrodia-cinnamomea,1,0.0,[''],
egyptian-geranium,1,0.0,[''],
carboxymethyl-hydroxypropyl-guar,1,0.0,['viscosity controlling'],viscosity controlling
alum-crystal,1,0.0,[''],
peony-leaf-extract,1,0.0,[''],
acrylates-methoxy-peg-10-maleate-styrene-copolymer,1,0.0,[''],
polyglyceryl-4-diisostearate,1,0.0,[''],
ascorbyl,1,0.0,[''],
roseae,1,0.0,[''],
cuminum-cyminum-fruit-oil,1,0.0,['perfuming'],perfuming
terminalia-arjuna-fruit-extract,1,0.0,[''],
wine-berry-brown-rice-vinergar-ferment-fitrate,1,0.0,[''],
hydroxypropyltrimonium-hydrolyzed-rice-protein-siloxysilicate,1,0.0,[''],
baccharis-trimera-extract,1,0.0,[''],
indica-mangifera,1,0.0,[''],
citrullus-colocynthis-fruit-extract,1,0.0,[''],
placental-enzymes,1,0.0,[''],
montanov-68,1,0.0,[''],
gatuline-whitening,1,0.0,[''],
2-hydroxyethyl-salicylate,1,0.0,[''],
angustifolia,1,0.0,[''],
citrus-reticulata-leaf-extract,1,0.0,[''],
acid-blue-80,1,0.0,[''],
acid-green-28,1,0.0,[''],
helianthus-tuberosus-extract,1,0.0,[''],
ammonium-shale-oil-sulfonate,1,0.0,[''],
symphytum-officinale-root-cell-culture,1,0.0,[''],
diethyl-butamido-triazone,1,0.0,[''],
camellia-sinensis-fruit-extract,1,0.0,[''],
ultramarine-blue-770077,1,0.0,[''],
peony,1,0.0,[''],
scutellaria,1,0.0,[''],
saxifraga-flowers,1,0.0,[''],
barley,1,0.0,[''],
hemp-aerial-part-extract,1,0.0,[''],
glycerin-soja-seed-extract,1,0.0,[''],
trisodium-fructose-diphosphate,1,0.0,"['antioxidant', 'chelating']",antioxidant
hydrolyzed-millet-seed-extract,1,0.0,[''],
alpine-veronica-extract,1,0.0,[''],
citrus-bioflavanoid-complex,1,0.0,[''],
citrus-maxima-peel-oil,1,0.0,[''],
aloe-spp,1,0.0,[''],
peg-2-oleamine,1,0.0,['emulsifying'],emulsifying
avis-1789,1,0.0,[''],
avena-sativa-kernel-leaf-extract,1,0.0,[''],
ceteth-30,1,0.0,['surfactant/cleansing'],surfactant/cleansing
pineapple-natural-melange,1,0.0,[''],
indigo-powder,1,0.0,[''],
proprietary-blend-of-essential-oils-plus-absolutes,1,0.0,[''],
helichrysum-stoechas-flower-oil,1,0.0,['perfuming'],perfuming
rosa-canina-fruit-powder,1,0.0,[''],
leuconostoc-radich-leuconostoc-radish-root-ferment-filtered,1,0.0,[''],
cistanche-deserticola-bulb-extract,1,0.0,[''],
phenylthiazolyl-fluoroaniline,1,0.0,[''],
sinapis-hirta-powder,1,0.0,[''],
diisostearoyl-polyglyceryl-3,1,0.0,[''],
pinus-pinaster-seed-oil,1,0.0,[''],
chamomile-distillate,1,0.0,[''],
cetearyl-bisabolol,1,0.0,[''],
salix-nigra-bark-powder,1,0.0,[''],
african-date-fruit,1,0.0,[''],
natural-pigments,1,0.0,[''],
lactobacillus-phoenix-dactylifera-fruit-ferment-extract,1,0.0,[''],
decapeptide-3,1,0.0,[''],
nicotinamide-mononucleotide,1,0.0,['antioxidant'],antioxidant
lens-culinaris-seed-extract,1,0.0,['antimicrobial/antibacterial'],antimicrobial/antibacterial
vitex-negundo-leaf-cell-extract,1,0.0,[''],
butea-frondosa-flower-extract,1,0.0,[''],
hedychium-spidium-extract,1,0.0,[''],
4-hydroxybenzoic-acid,1,0.0,['preservative'],preservative
salvadora-persica-stem-extract,1,0.0,[''],
chromoxid,1,0.0,[''],
magnolia-champaca-flower-water,1,0.0,[''],
ci-147001,1,0.0,[''],
cocamide-betaine,1,0.0,[''],
omamemum-casa-bark-extract,1,0.0,[''],
hydrolyzed-chlorella-vulgaris-protein,1,0.0,[''],
fish-liver-oil,1,0.0,[''],
hirudo-extract,1,0.0,[''],
bis-ethylhexyl-methoxyphenyl-octocrylene,1,0.0,[''],
citric-hydroxide-extract,1,0.0,[''],
nelumbium-nucifera-flower-extract,1,0.0,[''],
hydrogenated-hydrocarbon-resin,1,0.0,[''],
ipomoea-pura-extract,1,0.0,[''],
caprylic-capric-triglyceride-peg-4-esters,1,0.0,"['emollient', 'emulsifying', 'surfactant/cleansing']",emollient
cholesteryl-succinate,1,0.0,[''],
methoxyethanol,1,0.0,"['solvent', 'viscosity controlling']",solvent
prunus-persica-bud,1,0.0,[''],
olea-europaea-flakes,1,0.0,[''],
pinus-ponderosa-branch-leaf-oil,1,0.0,[''],
fdandc-violet-4,1,0.0,[''],
cinnamomum-subavenium-extract,1,0.0,[''],
cheese,1,0.0,[''],
rice-bioferment,1,0.0,[''],
donkey-milk-extract,1,0.0,[''],
aloe-vera-whole-leaf-gel,1,0.0,[''],
phytolacca-officinalis,1,0.0,[''],
bryonia,1,0.0,[''],
palmitoyl-sh-tripeptide-4-amide,1,0.0,[''],
ethyl-arganate,1,0.0,[''],
matcha-powder,1,0.0,[''],
lemon-oil-blend,1,0.0,[''],
benzoin-siam-absolute,1,0.0,[''],
viaminate,1,0.0,[''],
natural-fatty-alcohols,1,0.0,[''],
dimethylformamide,1,0.0,[''],
garcinia-mangostana-peel-powder,1,0.0,['abrasive/scrub'],abrasive/scrub
bis-hydroxyethoxypropyl-dimethicone-ipdi-copolymer-ethylcarbamate,1,0.0,[''],
isopropyl-ester-of-pvm-ma-copolymer,1,0.0,[''],
butoxy-peg-4-pg-amodimethicone,1,0.0,[''],
rosmarinus-officinalis-stem-oil,1,0.0,['perfuming'],perfuming
cl-77267,1,0.0,[''],
dianthus-superbus-extract,1,0.0,[''],
the-essential-oils-of,1,0.0,[''],
clove-bud,1,0.0,[''],
angelica-root,1,0.0,[''],
aloe-barbadensis-leaf-extract-butter,1,0.0,[''],
essence-of-papaya,1,0.0,[''],
essence-of-coconut,1,0.0,[''],
hydrogenated-olive-oil-esters,1,0.0,[''],
cocoa-butter-glyceryl-esters,1,0.0,"['emollient', 'emulsifying', 'viscosity controlling']",emollient
azeloyl-tetrapeptide-23,1,0.0,[''],
riboflavin-root-extracts,1,0.0,[''],
chondracanthus-tenellus-saccharina-angustata-ulva-linza-extract,1,0.0,[''],
aloe-left-juice,1,0.0,[''],
pinus-pumilio-extract,1,0.0,[''],
mineral-color,1,0.0,[''],
isobornyl-methacrylate,1,0.0,[''],
glyceryl-dimethacrylate-pyromellitate,1,0.0,[''],
c12-14-pareth-5,1,0.0,['surfactant/cleansing'],surfactant/cleansing
ppg-1-peg-1-stearamine,1,0.0,['antimicrobial/antibacterial'],antimicrobial/antibacterial
polyquaterium-49,1,0.0,[''],
epilobium-angustifolium-flower-water,1,0.0,[''],
spirulina-platensis-hydroglycerin-extract,1,0.0,[''],
dodecyl-oleate,1,0.0,[''],
acetyl-tripeptide-30-citrulline,1,0.0,[''],
isoniacinamide,1,0.0,[''],
pentapeptide-25,1,0.0,[''],
copper-usnate,1,0.0,['antimicrobial/antibacterial'],antimicrobial/antibacterial
peppermint-distillate,1,0.0,[''],
italian-helichrysum,1,0.0,[''],
green-myrtle,1,0.0,[''],
soluble-sulphur,1,0.0,[''],
glycerides-c16-22-and-c-18-unsaturated,1,0.0,[''],
wild-poppy-essence,1,0.0,[''],
mentha-spicata-crispa-herb-extract,1,0.0,['perfuming'],perfuming
matricaria-chamomilla-flowers,1,0.0,[''],
thymus-vulgaris-leaf,1,0.0,[''],
passiflora-incarnata-steam-leaf,1,0.0,[''],
lobular-root-extract,1,0.0,[''],
perilla-frutescens-sprout-extract,1,0.0,[''],
acrylates-beheneth-25-methacrylate-crosspolymer,1,0.0,[''],
white-throat-mushroom-spore-extract,1,0.0,[''],
lobular-vein-mulberry-root-extract,1,0.0,[''],
ceteth-1,1,0.0,[''],
tobacco-blossom-oil,1,0.0,[''],
moringa-leaf-powder,1,0.0,[''],
azadirachta-indica-neem-leaf-powder,1,0.0,[''],
damiana-powder,1,0.0,[''],
diatomaceous-earth-clay,1,0.0,[''],
ashwagandha-leaf-powder,1,0.0,[''],
pink-rose-petal-flower-powder,1,0.0,[''],
calendula-powder,1,0.0,[''],
lavender-flower-powder,1,0.0,[''],
cordycep-mushroom-powder,1,0.0,[''],
reishi-mushroom-powder,1,0.0,[''],
schizandra-berry-powder,1,0.0,[''],
bee-propolis-powder,1,0.0,[''],
maca-root-powder,1,0.0,[''],
cherry-juice-powder,1,0.0,[''],
hawthorn-berry-powder,1,0.0,[''],
schisandra-oil,1,0.0,[''],
lotus-blue-absolute,1,0.0,[''],
ficus-carica-fruit-powder,1,0.0,[''],
oenothera-odorata-extract,1,0.0,[''],
pyrus-ussuriensis-leaf-extract,1,0.0,['antioxidant'],antioxidant
ulmus-japonica-bark-extract,1,0.0,[''],
hippophae-rhamnoides-leaf,1,0.0,[''],
poly-stearates,1,0.0,[''],
c12-15-pareth-10,1,0.0,[''],
phaseolus-radiatus-l-callus-extract,1,0.0,[''],
hydroxybenzyl-ester,1,0.0,[''],
glycerin-26,1,0.0,[''],
isotridecanol,1,0.0,[''],
balanites-aegyptiaca-leaf-extract,1,0.0,[''],
astragalus-gummifer,1,0.0,[''],
borojoa-patinoi-pulp-extract,1,0.0,[''],
montmorillonite-extract,1,0.0,[''],
illite-extract,1,0.0,[''],
kaolinite-extract,1,0.0,[''],
terry-dry-freeze-dried-or-spray-dried-aloevera-powders,1,0.0,[''],
terry-dry-freeze-fried-or-spray-fried-alovera-powder,1,0.0,[''],
jasminum-auriculatum-flower-extract,1,0.0,[''],
choco-vanilla-oil,1,0.0,[''],
red-colorant,1,0.0,[''],
dried-rose-petals,1,0.0,[''],
camelia-oil,1,0.0,[''],
dried-rose-buds,1,0.0,[''],
plant-infused-oil-of-green-tea-plus-horsetail,1,0.0,[''],
buffered-calcium,1,0.0,[''],
peg-ppg-12-16-dimethicone,1,0.0,[''],
rhei-undulatairhizoma-root-extract,1,0.0,[''],
rhei-undulatairhizoma-leaf-extract,1,0.0,[''],
oligopeptide-91,1,0.0,[''],
camellia-japonica-seed-oil-ethyl-esters,1,0.0,[''],
bamboo-face-exfoliant,1,0.0,[''],
pineapple-extract-powder,1,0.0,[''],
cranberry-powder-extract,1,0.0,[''],
white-willow-powder,1,0.0,[''],
saponaria-officinalis-flower-leaf-stem-extract,1,0.0,[''],
c10-16-olefin,1,0.0,[''],
beta-glycol,1,0.0,[''],
permitted-colour,1,0.0,[''],
phyllostachys-edulis-leaf-shoot-extract,1,0.0,[''],
musk-ketone,1,0.0,['perfuming'],perfuming
fairtrade-madagascar-bourbon-vanilla-extract,1,0.0,[''],
epimedium-grandiflorum-flower-leaf-stem-extract,1,0.0,[''],
c12-16-isoparaffin,1,0.0,[''],
rooibos-african-camellia-sinensis-leaf-extract,1,0.0,[''],
mentha-citrata-herb-oil,1,0.0,['perfuming'],perfuming
sunflower-seed-acid,1,0.0,['surfactant/cleansing'],surfactant/cleansing
kadsura-coccinea-fruit-extract,1,0.0,['antioxidant'],antioxidant
peg-60-hydrogenated-castor-oil-triisostearate,1,0.0,"['emulsifying', 'viscosity controlling']",emulsifying
melaleuca-alternifolia-leaf-juice,1,0.0,[''],
phaseolus-angularis-seed,1,0.0,['abrasive/scrub'],abrasive/scrub
polyglyceryl-10-nonaisostearate,1,0.0,[''],
alyntyl-clucamin,1,0.0,[''],
lactis-protein-whey,1,0.0,[''],
behenyl-glucoside,1,0.0,[''],
bis-stearoxydimethylsilane,1,0.0,[''],
sodium-hydroxide-pellets,1,0.0,[''],
plant-amino-acid-complex,1,0.0,[''],
vitamin-complex,1,0.0,[''],
myrtle-fruit-extract,1,0.0,[''],
green-clay-extract,1,0.0,[''],
aerva-javanica-flower-leaf-stem-extract,1,0.0,[''],
xanthohumol,1,0.0,[''],
black-currant-seed-oil-olive-oil-aminopropanediol-esters,1,0.0,[''],
black-soybean-seed-extract,1,0.0,[''],
red-bean-seed-extract,1,0.0,[''],
thuja-orientalis-water,1,0.0,['perfuming'],perfuming
kojilmecilrendiogsisinnameiteu,1,0.0,[''],
c12-13-alkyl-benzoate,1,0.0,[''],
polyglycerin-3-crosspolymer,1,0.0,[''],
tencha-extract,1,0.0,[''],
methacryloyloxyethyl-phosphorylcholine,1,0.0,[''],
polymer-butyl-methacrylate-copolymer,1,0.0,[''],
alpha-isomethyl,1,0.0,[''],
hydrogenated-tallow-acid,1,0.0,['surfactant/cleansing'],surfactant/cleansing
ai,1,0.0,[''],
sd-alcohol-30,1,0.0,"['solvent', 'viscosity controlling']",solvent
c12-15-pareth-3-benzoate,1,0.0,"['antimicrobial/antibacterial', 'emollient']",antimicrobial/antibacterial
isodecyl-alcohol,1,0.0,['perfuming'],perfuming
punica-granatum-seed-oil-polyglyceryl-4-esters,1,0.0,[''],
2-hydroyehtyl-picramic-acid,1,0.0,[''],
2-hydroxyethyl-picramic-acid,1,0.0,[''],
lysine-glutamate,1,0.0,[''],
sodium-acrylate-grafted-starch,1,0.0,[''],
rice-bran-fermentation-liquid,1,0.0,[''],
ppg-4-ceteth-10,1,0.0,"['emulsifying', 'surfactant/cleansing']",emulsifying
radix-root-extract,1,0.0,[''],
isostearyl-succinate,1,0.0,[''],
silylated-silica,1,0.0,[''],
dilinoleic-acid,1,0.0,['emollient'],emollient
azeloyl-glycine,1,0.0,[''],
rosea-root-extract,1,0.0,[''],
oat-powder-extract,1,0.0,[''],
pleurotus-cystidiosus-ferment-filtrate,1,0.0,['moisturizer/humectant'],moisturizer/humectant
argania-spinosa-leaf-cell-extract,1,0.0,[''],
honey-zymomonas-ferment-extract,1,0.0,[''],
tremella-fuciformis-bark,1,0.0,[''],
daucus-carota-sativa-callus-culture-extract,1,0.0,[''],
aspergillus-camellia-sinensis-leaf-extract-ferment-filtrate,1,0.0,"['antioxidant', 'moisturizer/humectant']",antioxidant
isopropylamine-dodecylbenzensulfonate,1,0.0,[''],
hydrogenated-honey,1,0.0,['moisturizer/humectant'],moisturizer/humectant
ecklonia,1,0.0,[''],
hydrolyzed-pectin,1,0.0,[''],
acetyl-s-cow-pentapeptide-1-sp,1,0.0,[''],
hexyl-ketoglutarate-esters,1,0.0,[''],
hexyl-alcohol,1,0.0,"['perfuming', 'solvent']",perfuming
sodium-gt,1,0.0,[''],
green-floral-musk,1,0.0,[''],
cyclohexylacetic-acid,1,0.0,[''],
palmitoyl-pine-bark-extract,1,0.0,[''],
trachelospermum-asiaticum-flower-leaf-stem-extract,1,0.0,"['antioxidant', 'moisturizer/humectant']",antioxidant
dimethiconol-fluoroalcohol-dilinoleic-acid,1,0.0,[''],
1-butene,1,0.0,[''],
homopolymer,1,0.0,[''],
asarum-canadense-meristem-cell-culture-extract,1,0.0,[''],
nuphar-lutea-extract,1,0.0,['emollient'],emollient
iris-germanica-florentina-root-extract,1,0.0,['perfuming'],perfuming
hibiscus-rosa-sinensis-linn,1,0.0,[''],
mentha-citrus-sinensis,1,0.0,[''],
ci-77500,1,0.0,[''],
barley-flour,1,0.0,[''],
sweet-almond-meal,1,0.0,[''],
propylene-glycol-myristyl-ether-acetate,1,0.0,[''],
triticum-vulgare-fruit-extract,1,0.0,[''],
citrus-flavour-oil,1,0.0,[''],
myristoyl-pentapeptide-12,1,0.0,[''],
myristoyl-tripeptide-4,1,0.0,[''],
thymus-mastichina-herb-oil,1,0.0,['perfuming'],perfuming
sh-polypeptide-46,1,0.0,[''],
pregnenolone-acetate,1,0.0,[''],
butyric-acid,1,0.0,[''],
japanese-bitter-orange-extract,1,0.0,[''],
sorbitan-sulfate,1,0.0,[''],
polyhydroxystearate-rick-acid,1,0.0,[''],
mung-bean-seed-extract,1,0.0,[''],
juniper-tree-extract,1,0.0,[''],
manchurian-birch-shell-extract,1,0.0,[''],
octagonal-extract,1,0.0,[''],
chamomile-aromatic-extract,1,0.0,[''],
verbascum-olympicum,1,0.0,[''],
herbal-blend,1,0.0,[''],
swiss-apple-stem-cells,1,0.0,[''],
natural-green-tea-rose-fragrance,1,0.0,[''],
argan-stem-cells,1,0.0,[''],
enzymatic-concentrate,1,0.0,[''],
citrus-grandis-juice,1,0.0,[''],
2-phenoxyethyl-2-methylpropanoate,1,0.0,[''],
amp-acrylates-c1-18-alkyl-acrylate-c1-8-alkyl-acrylamide-copolymer,1,0.0,[''],
litsea-glutinosa-leaf-extract,1,0.0,['moisturizer/humectant'],moisturizer/humectant
fiji-32,1,0.0,[''],
indian-myrtle-flower-extract,1,0.0,[''],
indian-myrtle-leaf-extract,1,0.0,[''],
punica-granatum-fruit-water,1,0.0,[''],
polysorbate-butter,1,0.0,[''],
palmitoyl-peptide-4,1,0.0,[''],
sucrose-acetate,1,0.0,[''],
synethetic-fluorofluorophosphate,1,0.0,[''],
hydrolyzed-plant-protein,1,0.0,[''],
gardenia-florida-seed-extract,1,0.0,[''],
red-yeast-mold-extract,1,0.0,[''],
octyldodecyl-16,1,0.0,[''],
hydroxyethyl-glycerin,1,0.0,[''],
xyfol,1,0.0,[''],
synthetic-fluorofluorescent,1,0.0,[''],
avena-sativa-juice,1,0.0,[''],
verbena-hastata-extract,1,0.0,[''],
maltosyl-trehalose,1,0.0,[''],
bletilla-striata-callus-extract,1,0.0,['antioxidant'],antioxidant
isosteareth-10,1,0.0,[''],
artemisia-abortanum-flower-leaf-stem-extract,1,0.0,[''],
tetrahydrolinalool,1,0.0,[''],
steartrimonium-oligosaccharides,1,0.0,[''],
tricetylmonium-chloride,1,0.0,[''],
mangifera-indica-citrus-fruit-extract-blend,1,0.0,[''],
goji-berries,1,0.0,[''],
rose-petal-flower,1,0.0,[''],
frankincense-gum-oil,1,0.0,[''],
cinnamomum-cassia-extract,1,0.0,[''],
rosa-canina-flower-powder,1,0.0,[''],
senna-seed-extract,1,0.0,[''],
narcissus-poeticus-extract,1,0.0,[''],
mulberry-seed-oil,1,0.0,[''],
oat-bran-extract,1,0.0,[''],
boswellia-carterii-gum-absolute,1,0.0,['perfuming'],perfuming
rosa-gallica-powder,1,0.0,[''],
juice-beauty-proprietary-blend-of-fruit-stem-cells-of-malus-sylvestris-vitis-vinifera-citrus-limonum,1,0.0,[''],
hydrogenated-cocos-nucifera-oil,1,0.0,[''],
rose-alba-hydrosol,1,0.0,[''],
camellia-seed,1,0.0,[''],
chia-seed,1,0.0,[''],
crocus-sativus-petals,1,0.0,[''],
cymbopogon-schoenanthus-distillate,1,0.0,[''],
cymbopogon-nardus-distillate,1,0.0,[''],
terminalia-ferdinandiana-oil-k,1,0.0,[''],
kaempferia-parviflora-rhizome-extract,1,0.0,['antioxidant'],antioxidant
lecit,1,0.0,[''],
bee-venom-extract,1,0.0,[''],
mentha-aquatica-leaf-oil,1,0.0,[''],
rosa-cebola-flower-oil,1,0.0,[''],
brown-1,1,0.0,[''],
canola-oil-fatty-acids,1,0.0,[''],
amino-complex,1,0.0,[''],
cedrus-deodara-water,1,0.0,[''],
rose-quartz-powder,1,0.0,[''],
coconut-oil-fractionated,1,0.0,[''],
lavender-lavendula-officinalis-eo,1,0.0,[''],
n-butylparaben,1,0.0,[''],
calcium-laurate,1,0.0,"['surfactant/cleansing', 'viscosity controlling']",surfactant/cleansing
oligopeptide-21,1,0.0,[''],
prenyl-acetate-2-6-dimethylheptan-2-ol,1,0.0,[''],
2-4-6-neocyclocitral,1,0.0,[''],
isoamyl-allylglycolate,1,0.0,['perfuming'],perfuming
peg-120-stearate,1,0.0,[''],
palm-glyceride,1,0.0,[''],
chloroisothiazolinone,1,0.0,[''],
cc-cetearyl-ethylexanoate,1,0.0,[''],
paraoxybenzoate,1,0.0,[''],
sh-oligopeptide-78,1,0.0,[''],
acrylates-methacryloyloxyethyl-phosphate-copolymer,1,0.0,[''],
musa-acuminata-extract,1,0.0,[''],
mint-trifoliata-leaf-extract,1,0.0,[''],
morus-bombycis-fruit-extract,1,0.0,[''],
benzylparaben,1,0.0,['antimicrobial/antibacterial'],antimicrobial/antibacterial
melia-azadirachta-branch-extract,1,0.0,[''],
thuja-occidentalis-leaf,1,0.0,[''],
tetrasodium-retinyl-palmitate,1,0.0,[''],
myrothamnus-flabellifolius,1,0.0,[''],
selaginella-lepidophylla-oil,1,0.0,[''],
lophophyrum-elongatum-extract,1,0.0,[''],
oryzopsis-miliacea-extract,1,0.0,[''],
cineole,1,0.0,[''],
dimer-distearyltricarbonate,1,0.0,[''],
sodium-starch,1,0.0,[''],
phyllanthus-emblica-fruit-juice,1,0.0,['moisturizer/humectant'],moisturizer/humectant
prunus-cerasoides-extract,1,0.0,[''],
ficus-indica-bark,1,0.0,[''],
vetiveria-zizanoides-root-powder,1,0.0,[''],
cumin-seed-extract,1,0.0,[''],
foeniculum-vulgare-fruit-powder,1,0.0,[''],
prunus-amygdalus-dulcis-seedcoat-powder,1,0.0,['abrasive/scrub'],abrasive/scrub
myrtillus-vaccinium-flower-water,1,0.0,[''],
citrus-vulgaris-oil,1,0.0,[''],
neotakanal,1,0.0,[''],
cs-base,1,0.0,[''],
hemp-phytocannabinoid,1,0.0,[''],
tripoly-hydroxystearate-dipentaerythrityl,1,0.0,[''],
hydrolyzed-coix-lacryma-jobi-ma-yuen-seed-extract,1,0.0,[''],
polyoxyethylene-lauryl-etheracetic-acid,1,0.0,[''],
highly-polymerized-peg,1,0.0,[''],
sodium-ma-diisobutylene-copolymer,1,0.0,[''],
hexyl-aminohydroxybenzoyl-benzoate,1,0.0,[''],
agarten,1,0.0,[''],
d-panthenyl-triacetate,1,0.0,[''],
tetra-peptide-44,1,0.0,[''],
dunaliella-salina-isochrysis-galbana-nannochloropsis-gaditana-phaeodactylum-tricornutum-tetraselmis-chuii-extract,1,0.0,['antioxidant'],antioxidant
surfactant,1,0.0,[''],
phytocannabinoid-hemp-oil,1,0.0,[''],
hippophae-rhamnoides-pulp-oil,1,0.0,[''],
blend-of-magnesium-carbonate,1,0.0,[''],
ocean-mineral-complex,1,0.0,[''],
kb5-tm-complex,1,0.0,[''],
peg-9-cocoate,1,0.0,[''],
peg-32-distearate,1,0.0,[''],
peg-175-distearate,1,0.0,['viscosity controlling'],viscosity controlling
sorbeth-450-tristearate,1,0.0,['viscosity controlling'],viscosity controlling
hydroxyethylcellulose-phosphorylcholine-glycol-acrylate-copolymer,1,0.0,['moisturizer/humectant'],moisturizer/humectant
vibsol-hv,1,0.0,[''],
coconut-protein,1,0.0,[''],
ethyl-panthenol,1,0.0,[''],
polydimethylsiloxane-polymer,1,0.0,[''],
beetox-h,1,0.0,[''],
lauroyl-proline,1,0.0,[''],
distearic-acid-al,1,0.0,[''],
lauroyl-ricin,1,0.0,[''],
cv-oil-8745771,1,0.0,[''],
bermocoll,1,0.0,[''],
dunaliela-viridis,1,0.0,[''],
potentilla-chinensis-extract,1,0.0,[''],
cournafin,1,0.0,[''],
juniperus-oxycedrus-fruit-extract,1,0.0,['perfuming'],perfuming
behentrimonium,1,0.0,[''],
arctium-majus-flower-extract,1,0.0,[''],
dimethicone-peg-8-isostearate,1,0.0,[''],
saccharum-officinarum-stalk-extract,1,0.0,[''],
human-fibroblast-mesenchymal-cell-conditioned-media,1,0.0,[''],
palmitamidopropyl-dimethylamine,1,0.0,[''],
aquaeous-blend-of-aloe-barbadensis,1,0.0,[''],
tea-lauroyl-keratin-amino-acids,1,0.0,['surfactant/cleansing'],surfactant/cleansing
18-dimethicone,1,0.0,[''],
aminexil,1,0.0,[''],
vitamin-pp,1,0.0,[''],
gluco-lipid-gl,1,0.0,[''],
thiazolidine-2-4-dicarboxylic-acid,1,0.0,[''],
amp-isostearoyl-gelatin-keratin-amino-acids-lysine-hydroxypropyltrimonium-chloride,1,0.0,[''],
chenopodium-formosanum-seed-extract,1,0.0,['antioxidant'],antioxidant
vinyl-butyl-ether,1,0.0,[''],
sukhad-0484,1,0.0,[''],
psoralea-corylifolia,1,0.0,[''],
berberis-aristata-root-extract,1,0.0,[''],
mimosa-pudica,1,0.0,[''],
kastoori-meethi,1,0.0,[''],
saffron-ext,1,0.0,[''],
banyan-tree-extract,1,0.0,[''],
ajwain,1,0.0,[''],
nimbu,1,0.0,[''],
curry-leaves-extract,1,0.0,[''],
nagarmotha-extract,1,0.0,[''],
lemonade-extract,1,0.0,[''],
nagpur-orangeextract,1,0.0,[''],
aquilaria-agallocha-wood-extract,1,0.0,[''],
pandanus-amaryllifolius-leaf-water,1,0.0,[''],
pineneedle-oil,1,0.0,[''],
dibromohexane-isethionate,1,0.0,[''],
behenyl-dimethicone-bis-vinyldimethicone-crosspolymer,1,0.0,[''],
butyldimethiconyl-propoxyethylcarbamoylpropyl-silsesquioxane,1,0.0,[''],
ethyl-ximenynate,1,0.0,[''],
undecylenal,1,0.0,['perfuming'],perfuming
isopentanal,1,0.0,['perfuming'],perfuming
isopropylideneglycerol,1,0.0,[''],
attalea-speciosa-mesocarp-extract,1,0.0,[''],
4-butylresarcinol-leaf-extract,1,0.0,[''],
c12-16-d-glucopyranose,1,0.0,[''],
peg-120-methyl-gluconate-dioleate,1,0.0,[''],
deionized-urea,1,0.0,[''],
dimethicone-emulsion-collagen,1,0.0,[''],
pink-grapefruit,1,0.0,[''],
methyl-furfural,1,0.0,[''],
curcuma-longa-rhizomes-oil,1,0.0,[''],
curcuma-longa-rhizome-oil,1,0.0,[''],
ci-4791,1,0.0,[''],
purslane,1,0.0,[''],
tripeptide-8,1,0.0,[''],
acrylates-tridecyl-acrylate-triethoxysilylpropyl-methacrylate-dimethicone-methacrylate-copolymer,1,0.0,[''],
ulmus-fulva,1,0.0,[''],
1-phenyl-5-methyl-2-1h-pyridone,1,0.0,[''],
equisetum-arvense-seed-extract,1,0.0,[''],
chondrus-chinesis,1,0.0,[''],
humectants,1,0.0,[''],
pteridaceae-extract,1,0.0,[''],
cynarin,1,0.0,[''],
sodium-tica-tract,1,0.0,[''],
aloe-vera-dried-extract,1,0.0,[''],
daisy-bellis-perennis-extract,1,0.0,[''],
prunus-creases-extract,1,0.0,[''],
pinus-mugo-leaf-oil,1,0.0,['perfuming'],perfuming
liquid-soap,1,0.0,[''],
cucumber-peel-extract,1,0.0,[''],
chia-extract,1,0.0,[''],
triacontanyl-palmitate,1,0.0,[''],
hydrogenated-oil,1,0.0,[''],
glyceryl-lipophilic,1,0.0,[''],
prune-enzyme-digest,1,0.0,[''],
glycol-2-ethylhexyl-ether,1,0.0,[''],
dl-pyrrolidone-carboxylic-acid,1,0.0,[''],
trapa-japonica-fruit-extract,1,0.0,[''],
octyldodecyl-lanolate,1,0.0,[''],
methylene-bis-benzotriazolyl-butylphenol,1,0.0,[''],
hexyl-dimethylolpropionate,1,0.0,[''],
cocoyl-hydrolyzed-wheat-protein,1,0.0,['surfactant/cleansing'],surfactant/cleansing
hc-yellow-13,1,0.0,[''],
hydroxyethyl-2-nitro-p-toluidine,1,0.0,[''],
malpighia-glabra-fruit,1,0.0,[''],
rosmarinus-officinalis-leaf-stem-oil,1,0.0,['antioxidant'],antioxidant
yeast-powder,1,0.0,[''],
hydrogenated-c12-18-triglyceride,1,0.0,[''],
oxacyclohexadecenone,1,0.0,['perfuming'],perfuming
n-stearoyl-phytosphingosine,1,0.0,[''],
hydroxylation-sodium,1,0.0,[''],
c14-15-dialkyl-carbonate,1,0.0,[''],
endomyces-sodium-hyaluronate-ferment-filtrate,1,0.0,['moisturizer/humectant'],moisturizer/humectant
